Time       Symbol       Quantity   VolCutoff  High/Low     %UC                              Link 
09:17      HAPPSTMNDS   23.0       324899     high       14.42 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HAPPSTMNDS/12289
09:17      HGINFRA      18.0       82689      high       10.7  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HGINFRA/428033
09:17      APOLLOPIPE   26.0       64020      low        23.32 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/APOLLOPIPE/3676417
09:17      WEBELSOLAR   175.0      221476     high       15.22 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WEBELSOLAR/3738113
09:17      VPRPL        232.0      1206246    high       8.51  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/VPRPL/4695297
09:17      EMSLIMITED   34.0       189812     high       7.79  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EMSLIMITED/4759809
09:17      BOROLTD      37.0       83895      high       15.77 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BOROLTD/4966657
09:18      JINDALSAW    55.0       1358289    high       11.69 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JINDALSAW/774145
09:18      AIIL         21.0       309578     low        26.07 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/AIIL/6029569
09:18      AGIIL        31.0       104124     high       17.63 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/AGIIL/6257921
09:19      ELECTCAST    136.0      1482085    high       4.25  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ELECTCAST/237569
09:19      TEJASNET     20.0       978254     high       4.58  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TEJASNET/5409537
09:19      SHAKTIPUMP   18         615247     high       7.87  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHAKTIPUMP/6546945
09:20      RCF          78.0       2189909    low        21.61 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RCF/733697
09:21      ATGL         19.0       582982     high       8.66  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ATGL/1552897
09:21      OSWALPUMPS   30.0       757856     high       1.01  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/OSWALPUMPS/193741313
09:24      ABSLAMC      9.0        302263     high       15.16 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ABSLAMC/1540609
09:24      CUPID        113.0      4993749    low        27.83 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CUPID/4741121
09:25      TTKPRESTIG   18.0       67222      high       7.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TTKPRESTIG/907777
09:25      RSYSTEMS     31.0       754757     low        24.61 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RSYSTEMS/3433985
09:25      JINDRILL     18.0       113338     low        21.62 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JINDRILL/3552001
09:26      KTKBANK      44.0       1009435    high       18.0  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KTKBANK/2061825
09:27      SANDUMA      48.0       207220     high       16.3  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SANDUMA/4699905
09:28      JAIBALAJI    151.0      1134619    high       12.02 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JAIBALAJI/2881537
09:30      SPMLINFRA    55.0       778841     high       8.78  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SPMLINFRA/850177
09:31      ROTO         166.0      244706     high       8.3   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ROTO/2316545
09:31      SYMPHONY     11.0       53478      high       14.99 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SYMPHONY/6192641
09:32      EIEL         61.0       2806407    high       5.21  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EIEL/6966529
09:33      GUJGASLTD    25.0       267541     high       13.73 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GUJGASLTD/2713345
09:34      IONEXCHANG   26.0       233994     high       11.62 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IONEXCHANG/417281
09:34      NFL          128.0      1837363    low        22.58 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NFL/3564801
09:35      PRINCEPIPE   36         303342     high       10.46 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PRINCEPIPE/4107521
09:36      RAMRAT       30.0       54304      low        29.72 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RAMRAT/2684161
09:37      WELCORP      11         490968     high       14.81 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WELCORP/3026177
09:40      J&KBANK      81.0       1766003    high       18.38 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/J&KBANK/1442049
09:41      DREDGECORP   9          30442      high       16.14 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DREDGECORP/2885377
09:41      AVADHSUGAR   22.0       35999      high       15.38 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/AVADHSUGAR/5479937
09:44      JINDALPOLY   11.0       249764     high       6.54  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JINDALPOLY/449537
09:44      STLTECH      53.0       2188258    high       6.28  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/STLTECH/2383105
09:45      KANSAINER    51.0       453418     high       16.36 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KANSAINER/306177
09:48      KOTAKBANK    25         3474018    high       11.08 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KOTAKBANK/492033
09:48      DEEDEV       31         492404     high       9.68  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DEEDEV/6183425
09:49      CAMS         14.0       340743     high       8.5   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CAMS/87553
09:56      SCI          38.0       1621266    high       15.32 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SCI/780289
09:57      FACT         11.0       494234     high       13.53 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/FACT/258049
09:57      SEPC         1666.0     7265976    high       12.01 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SEPC/3918849
09:58      WABAG        7.0        287539     high       10.82 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WABAG/5168129
10:01      LTFOODS      25.0       674050     high       15.52 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LTFOODS/3536897
