Time       Symbol       Quantity   VolCutoff  High/Low     %UC                              Link 
09:16      SCHAEFFLER   2          59389      high       14.53 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SCHAEFFLER/258817
09:16      COMSYN       50.0       317025     high       16.98 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/COMSYN/5523969
09:16      PREMIERENE   14.0       985256     low        22.22 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PREMIERENE/6412545
09:17      RMDRIP       101.0      42901      low        49.37 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RMDRIP/194005505
09:18      SANDUMA      48.0       207220     high       13.62 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SANDUMA/4699905
09:19      KANSAINER    49.0       453418     high       17.82 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KANSAINER/306177
09:19      DEEDEV       36.0       492404     low        23.61 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DEEDEV/6183425
09:19      KRN          10.0       577478     high       17.5  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KRN/6564609
09:20      METAL        833.0      1047927    high       17.52 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/METAL/6590465
09:21      MANAKCOAT    83.0       281770     high       18.43 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MANAKCOAT/1897729
09:22      NITINSPIN    25.0       74495      high       16.69 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NITINSPIN/3372801
09:24      BSOFT        25.0       1052420    high       13.07 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BSOFT/1790465
09:24      NETWEB       2.0        500000     high       15.9  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NETWEB/4462849
09:24      LTTS         3.0        58983      high       14.95 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LTTS/4752385
09:25      IDFCFIRSTB   140.0      16611472   high       9.97  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IDFCFIRSTB/2863105
09:26      NATCOPHARM   10.0       614993     high       17.11 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NATCOPHARM/1003009
09:26      MRPL         49.0       3507707    high       16.98 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MRPL/584449
09:30      MOREPENLAB   222.0      3735178    low        24.77 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MOREPENLAB/578305
09:30      WEBELSOLAR   166.0      221476     low        23.12 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WEBELSOLAR/3738113
09:31      IRFC         94.0       10279932   high       14.57 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IRFC/519425
09:33      SAIL         60.0       9830379    high       7.41  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SAIL/758529
09:36      KPITTECH     12.0       903859     high       5.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KPITTECH/2478849
09:39      WAAREEENER   3.0        3190171    low        22.33 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WAAREEENER/6632193
09:41      GENCON       192.0      66865      low        35.8  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GENCON/560129
09:41      UTKARSHBNK   666.0      1434809    low        21.82 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/UTKARSHBNK/4443649
09:41      RATNAVEER    63.0       341304     low        22.98 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RATNAVEER/4716289
