Time       Symbol       Quantity   VolCutoff  High/Low     %UC                              Link 
09:16      ENGINERSIN   48.0       2683368    high       6.29  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ENGINERSIN/1256193
09:16      SENCO        27.0       796110     low        23.62 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SENCO/4421377
09:17      CLSEL        33         67883      high       9.91  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CLSEL/891393
09:17      GVPIL        23.0       602577     high       12.29 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GVPIL/2012673
09:17      WEBELSOLAR   144.0      221476     low        23.26 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WEBELSOLAR/3738113
09:19      RATNAMANI    4.0        21058      low        24.76 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RATNAMANI/3443457
09:19      ZAGGLE       34         743935     low        25.43 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ZAGGLE/4763649
09:20      HIKAL        47.0       440728     low        23.04 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HIKAL/2475009
09:20      TVSSCS       77.0       832762     high       17.45 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TVSSCS/4646657
09:20      ITBEES       285.0      8489741    low        32.47 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ITBEES/4885505
09:21      PURVA        35.0       298126     high       9.88  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PURVA/3820033
09:21      HAPPYFORGE   7          24418      high       6.65  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HAPPYFORGE/5338625
09:21      BALUFORGE    19.0       172317     high       9.47  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BALUFORGE/6043393
09:23      MUTHOOTFIN   2.0        652085     low        21.52 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MUTHOOTFIN/6054401
09:27      SETFNIF50    36.0       441047     low        21.52 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SETFNIF50/2605057
09:28      PRAJIND      31         747665     low        27.12 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PRAJIND/692481
09:29      RGL          86.0       414133     low        32.6  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RGL/3873025
09:30      HCC          500.0      3867847    high       18.29 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HCC/352001
09:32      PRECWIRE     36.0       149019     low        24.62 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PRECWIRE/695553
09:32      IRCTC        15.0       683010     high       9.18  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IRCTC/3484417
09:32      ADANIPOWER   68.0       4874342    low        25.19 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ADANIPOWER/4451329
09:33      REDTAPE      73.0       815227     high       16.04 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/REDTAPE/4571905
09:34      BSOFT        25.0       1052420    low        31.33 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BSOFT/1790465
09:37      SCHNEIDER    12.0       114722     high       17.33 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SCHNEIDER/7995905
09:39      SHAREINDIA   66.0       356603     low        21.72 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHAREINDIA/26625
09:39      SGFIN        24.0       70033      low        21.83 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SGFIN/194266369
09:40      MOREALTY     121.0      332373     low        25.66 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MOREALTY/5935105
09:41      IFCI         166.0      5261213    low        23.59 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IFCI/381697
09:41      TCS          3.0        2666980    high       15.73 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TCS/2953217
09:41      ASHIANA      28         40073      high       18.22 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ASHIANA/6247169
09:44      TATAELXSI    2.0        140748     high       13.88 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TATAELXSI/873217
09:46      BBOX         17.0       124047     low        25.71 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BBOX/879361
09:46      KIRLOSENG    7          473282     high       15.76 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KIRLOSENG/5359617
09:50      SHAILY       5.0        227534     low        31.78 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHAILY/2234113
09:50      PIIND        3.0        190670     high       11.51 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PIIND/6191105
09:52      LUMAXIND     1.0        31303      high       17.78 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LUMAXIND/516609
09:52      SCI          36.0       1621266    low        21.56 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SCI/780289
09:53      BLISSGVS     46.0       1145260    low        22.0  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BLISSGVS/4931841
09:54      ARMANFIN     6          26521      high       17.98 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ARMANFIN/4419329
09:57      BHEL         38.0       6872759    high       11.6  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BHEL/112129
09:58      HINDCOPPER   16         5504832    low        23.91 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HINDCOPPER/4592385
10:02      LTTS         2.0        58983      low        25.46 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LTTS/4752385
10:05      SIGNATURE    9.0        290236     high       14.33 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIGNATURE/4798209
10:07      HAL          2.0        1224196    high       9.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HAL/589569
10:07      UTKARSHBNK   769.0      1434809    low        22.28 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/UTKARSHBNK/4443649
10:10      ZEEMEDIA     1000.0     1930103    high       10.48 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ZEEMEDIA/3584769
10:14      LUMAXTECH    5.0        186365     low        28.03 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LUMAXTECH/3587585
10:22      GODREJAGRO   15.0       304001     high       17.76 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GODREJAGRO/36865
10:23      TECHM        6.0        1539502    high       13.28 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TECHM/3465729
10:26      INFY         7.0        8167203    high       16.24 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INFY/408065
10:26      TIMETECHNO   48.0       1137805    high       16.87 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TIMETECHNO/3764993
10:36      APEX         22         401728     high       12.17 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/APEX/5535489
