Time       Symbol       Volume     VolCutoff  Turnover     %UC                              Link 
09:17      INDRAMEDCO   109909     103998.0   69693.0    14.35 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INDRAMEDCO/1216257
09:17      EXXARO       270856     267033.0   2635.0     3.08  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EXXARO/1370113
09:18      EXXARO       299593     267033.0   2981.0     0.8   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EXXARO/1370113
09:18      RAMCOSYS     17039      15359.0    11034.0    2.89  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RAMCOSYS/2009857
09:18      CCL          124477     120058.0   121776.0   9.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713
09:18      GPPL         856214     730005.0   150805.0   10.9  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GPPL/5051137
09:19      EXXARO       634763     267033.0   6348.0     0.3   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EXXARO/1370113
09:20      EXXARO       804261     267033.0   8067.0     0.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EXXARO/1370113
09:21      LGBBROSLTD   13116      12207.0    23922.0    19.42 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LGBBROSLTD/4690177
09:24      DREDGECORP   17730      15221.0    16071.0    10.48 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DREDGECORP/2885377
09:25      DREDGECORP   19205      15221.0    17488.0    9.98  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DREDGECORP/2885377
09:28      CCL          125463     120058.0   123361.0   8.45  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713
09:30      CCL          151102     120058.0   149304.0   7.92  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713
09:38      GPPL         817158     730005.0   146516.0   8.94  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GPPL/5051137
09:54      CCL          171091     120058.0   170860.0   6.78  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713
10:19      FCL          127037     120225.0   3276.0     34.97 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/FCL/1586689
10:27      ROLEXRINGS   12373      11820.0    1421.0     25.87 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ROLEXRINGS/1351425
10:36      SILLYMONKS   19668      17620.0    492.0      13.8  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SILLYMONKS/4888833
11:57      GSLSU        54263      53277.0    6729.0     17.51 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GSLSU/3737345
12:08      GSLSU        38262      37294.0    4898.0     13.84 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GSLSU/3737345
12:34      ANDHRSUGAR   126344     109730.0   10647.0    9.32  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ANDHRSUGAR/34817
12:40      SYMPHONY     20687      18717.0    18627.0    24.98 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SYMPHONY/6192641
15:10      EXXARO       282244     267033.0   2772.0     2.14  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EXXARO/1370113
