Time       Symbol       Quantity   VolCutoff  High/Low     %UC                              Link 
09:17      HINDOILEXP   71.0       378485     low        24.03 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HINDOILEXP/359169
09:17      GALLANTT     14.0       468567     high       14.72 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GALLANTT/3414273
09:17      JINDRILL     18         113338     low        24.25 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JINDRILL/3552001
09:17      UTKARSHBNK   833.0      1434809    high       15.6  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/UTKARSHBNK/4443649
09:17      JUBLFOOD     23.0       1000016    high       6.09  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JUBLFOOD/4632577
09:17      SANDUMA      51.0       207220     high       14.82 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SANDUMA/4699905
09:17      TATSILV      434.0      6959738    high       15.92 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TATSILV/5485569
09:17      AGIIL        30.0       104124     high       16.4  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/AGIIL/6257921
09:19      ABREL        7.0        123182     high       9.11  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ABREL/160001
09:20      HCC          625.0      3867847    high       14.25 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HCC/352001
09:20      KERNEX       8          64184      high       9.67  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KERNEX/3358977
09:20      BLS          33.0       1762530    high       7.67  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BLS/4423425
09:21      BPCL         33.0       5598962    high       1.41  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BPCL/134657
09:21      HINDPETRO    27         3901102    high       1.53  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HINDPETRO/359937
09:21      ARVSMART     16.0       98688      high       4.77  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ARVSMART/2676993
09:21      LUXIND       7.0        25421      high       14.66 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LUXIND/2893057
09:21      ADANIPOWER   59.0       4874342    high       7.68  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ADANIPOWER/4451329
09:22      DALMIASUG    26.0       87342      low        22.44 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DALMIASUG/199937
09:22      TITAN        2          671188     high       4.32  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TITAN/897537
09:24      HDFCBANK     12.0       15754488   high       5.42  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HDFCBANK/341249
09:25      ANGELONE     38.0       965804     high       5.69  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ANGELONE/82945
09:25      LT           2          1625095    high       2.6   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LT/2939649
09:25      MANINDS      24.0       467342     high       11.4  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MANINDS/3042305
09:25      SMALLCAP     243.0      1648041    high       16.61 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SMALLCAP/5844993
09:25      MCX          3.0        476918     high       6.12  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MCX/7982337
09:26      ROLEXRINGS   80.0       29551      high       15.44 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ROLEXRINGS/1351425
09:27      MOREALTY     135.0      332373     high       12.29 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MOREALTY/5935105
09:28      ASHOKLEY     59.0       14601808   high       1.42  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ASHOKLEY/54273
09:28      CONFIPET     185.0      457415     low        22.03 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CONFIPET/2620929
09:29      HDFCAMC      3.0        391036     high       3.11  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HDFCAMC/1086465
