Time       Symbol       Volume     VolCutoff  Turnover     %UC                              Link 
09:17      INDRAMEDCO   109909     83958.0    69693.0    14.35 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INDRAMEDCO/1216257
09:18      EXXARO       299593     280440.0   2981.0     0.8   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EXXARO/1370113
09:18      RAMCOSYS     17039      -305739.0  11034.0    2.89  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RAMCOSYS/2009857
09:18      CCL          124477     92930.0    121776.0   9.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713
09:18      GPPL         856214     516338.0   150805.0   10.9  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GPPL/5051137
09:19      EXXARO       634763     280440.0   6348.0     0.3   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EXXARO/1370113
09:19      EMCURE       3865       -51251.0   5237.0     7.54  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EMCURE/6245889
09:20      EXXARO       804261     280440.0   8067.0     0.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EXXARO/1370113
09:20      EASEMYTRIP   1136553    1103693.0  9274.0     16.54 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EASEMYTRIP/714753
09:21      SIMPLEXINF   16427      -70775.0   5109.0     14.45 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIMPLEXINF/809473
09:21      LGBBROSLTD   13116      -418573.0  23922.0    19.42 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LGBBROSLTD/4690177
09:23      NAVINFLUOR   4189       -89828.0   25427.0    19.7  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NAVINFLUOR/3756033
09:24      DREDGECORP   17730      -391521.0  16071.0    10.48 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DREDGECORP/2885377
09:25      BALAJITELE   26678      -83584.0   3423.0     13.73 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BALAJITELE/2344449
09:25      SHARDAMOTR   3017       -160867.0  3375.0     16.3  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHARDAMOTR/2695681
09:25      DREDGECORP   19205      -391521.0  17488.0    9.98  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DREDGECORP/2885377
09:26      EASEMYTRIP   1452553    1103693.0  12318.0    12.15 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EASEMYTRIP/714753
09:27      SHARDAMOTR   11576      -160867.0  13083.0    15.13 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHARDAMOTR/2695681
09:28      CCL          125463     92930.0    123361.0   8.45  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713
09:29      DELHIVERY    702518     684988.0   322034.0   16.34 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DELHIVERY/2457345
09:30      SHARDAMOTR   12814      -160867.0  14618.0    14.06 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHARDAMOTR/2695681
09:30      CCL          151102     92930.0    149304.0   7.92  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713
09:36      POWERINDIA   1666       -3245.0    33903.0    10.57 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/POWERINDIA/4724993
09:36      SFL          9600       -64499.0   6494.0     27.23 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SFL/4911105
09:37      SHARDAMOTR   13757      -160867.0  15836.0    13.04 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHARDAMOTR/2695681
09:38      GPPL         817158     516338.0   146516.0   8.94  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GPPL/5051137
09:39      ETERNAL      1693390    1382658.0  525544.0   11.12 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ETERNAL/1304833
09:40      SHARDAMOTR   11869      -160867.0  13899.0    11.12 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHARDAMOTR/2695681
09:46      PRIVISCL     11136      -65338.0   36636.0    8.85  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PRIVISCL/2259201
09:49      FMGOETZE     4420       -184014.0  2300.0     15.71 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/FMGOETZE/304641
09:54      SHARDAMOTR   9811       -160867.0  11554.0    10.49 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHARDAMOTR/2695681
09:54      CCL          171091     92930.0    170860.0   6.78  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713
09:55      BALAJITELE   27222      -83584.0   3587.0     10.74 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BALAJITELE/2344449
09:56      REDINGTON    1071804    850455.0   300534.0   7.1   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/REDINGTON/3649281
09:57      FDC          12555      -141167.0  5158.0     30.62 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/FDC/1253889
10:00      CAPLIPOINT   5536       -68806.0   11431.0    15.95 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CAPLIPOINT/999937
10:00      RAMCOSYS     6459       -305739.0  4173.0     3.14  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RAMCOSYS/2009857
10:01      SHILPAMED    2819       -232276.0  1035.0     7.14  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHILPAMED/4544513
10:12      EMCURE       5758       -51251.0   7910.0     6.06  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EMCURE/6245889
10:13      EMCURE       12342      -51251.0   16980.0    5.91  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EMCURE/6245889
10:14      TATAINVEST   6897       -123105.0  5333.0     22.01 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TATAINVEST/414977
10:19      FCL          127037     93255.0    3276.0     34.97 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/FCL/1586689
10:27      ROLEXRINGS   12373      -398488.0  1421.0     25.87 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ROLEXRINGS/1351425
10:30      TICL         11723      -7140.0    354.0      3.38  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TICL/4992257
10:32      RPOWER       1395978    1067164.0  55867.0    22.09 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RPOWER/3906305
10:36      NUVAMA       4420       -43851.0   32288.0    7.63  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NUVAMA/4792577
