Time       Symbol       Quantity   VolCutoff  High/Low     %UC                              Link 
09:16      WEBELSOLAR   144.0      221476     high       3.3   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WEBELSOLAR/3738113
09:16      AGIIL        34.0       104124     high       16.71 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/AGIIL/6257921
09:17      TATSILV      434.0      6959738    high       12.36 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TATSILV/5485569
09:18      DWARKESH     208.0      541140     high       14.13 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DWARKESH/2986753
09:19      ESTER        120.0      159275     high       2.42  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ESTER/6211841
09:20      TATAINVEST   17.0       95596      high       13.63 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TATAINVEST/414977
09:20      ANGELONE     40.0       965804     high       3.29  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ANGELONE/82945
09:21      HILTON       370.0      55160      high       1.22  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HILTON/3744513
09:21      ZAGGLE       47.0       743935     high       6.87  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ZAGGLE/4763649
09:21      TEJASNET     23.0       978254     high       2.52  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TEJASNET/5409537
09:22      HDFCBANK     13.0       15754488   high       7.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HDFCBANK/341249
09:22      UNICHEMLAB   33         38204      high       17.37 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/UNICHEMLAB/916225
09:22      TARIL        35.0       1011859    high       8.28  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TARIL/3884545
09:22      ADANIPOWER   64.0       4874342    high       6.57  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ADANIPOWER/4451329
09:22      SHILPAMED    27.0       60022      high       15.47 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHILPAMED/4544513
09:24      HCC          714.0      3867847    high       12.58 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HCC/352001
09:25      TEXRAIL      116.0      1461113    high       9.93  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TEXRAIL/5587969
09:25      JNKINDIA     42.0       62040      high       8.17  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JNKINDIA/6046977
09:27      CAMS         14.0       340743     high       3.59  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CAMS/87553
09:27      WALCHANNAG   69.0       115596     high       11.51 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/WALCHANNAG/956417
09:29      TTML         294.0      772913     high       9.93  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TTML/2292225
