Time                 Symbol       Volume     VolCutoff Criteria   turnover   Days High %UC   
2025-10-29 09:19:00  DAVANGERE    2158557    1027048.0 Dynamic   8742.0     no       11.6 
2025-10-29 09:19:00  ESSARSHPNG   49025      -80353.0  Dynamic   1843.0     yes      16.33
2025-10-29 09:19:00  GODAVARIB    51794      -235206.0 Dynamic   14502.0    yes      7.29 
2025-10-29 09:20:00  DBOL         9366       -145822.0 Dynamic   777.0      no       15.67
2025-10-29 09:21:00  SAIL         1481430    963664.0  Dynamic   202823.0   yes      6.18 
2025-10-29 09:21:00  SANDUMA      71523      58367.0   Dynamic   15404.0    yes      17.18
2025-10-29 09:21:00  RAJRATAN     4559       -115014.0 Dynamic   1807.0     yes      17.24
2025-10-29 09:22:00  DREDGECORP   11462      -391521.0 Dynamic   7851.0     yes      13.62
2025-10-29 09:22:00  RESPONIND    6257       -200608.0 Dynamic   1231.0     yes      15.29
2025-10-29 09:23:00  DCMSHRIRAM   82768      53297.0   Dynamic   115544.0   yes      11.94
2025-10-29 09:23:00  DREDGECORP   12587      -391521.0 Dynamic   8623.0     yes      13.61
2025-10-29 09:23:00  BANSALWIRE   3476       -143918.0 Dynamic   1130.0     yes      6.18 
2025-10-29 09:24:00  SUZLON       2180448    1402888.0 Dynamic   123522.0   yes      9.16 
2025-10-29 09:25:00  HATSUN       7469       -163493.0 Dynamic   8490.0     yes      19.45
2025-10-29 09:25:00  NUVAMA       10598      -43851.0  Dynamic   74303.0    no       16.77
2025-10-29 09:26:00  PSUBNKIETF   7562       -39542.0  Dynamic   620.0      yes      18.29
2025-10-29 09:26:00  SANDUMA      120852     58367.0   Dynamic   26308.0    yes      15.94
2025-10-29 09:26:00  NUVAMA       14973      -43851.0  Dynamic   105971.0   no       15.67
2025-10-29 09:27:00  HATSUN       10243      -163493.0 Dynamic   11687.0    yes      19.01
2025-10-29 09:27:00  NUVAMA       24736      -43851.0  Dynamic   175799.0   no       15.19
2025-10-29 09:30:00  MMTC         456657     402591.0  Dynamic   32477.0    yes      12.71
2025-10-29 09:30:00  RRKABEL      9323       -80114.0  Dynamic   13099.0    yes      19.9 
2025-10-29 09:31:00  RRKABEL      9432       -80114.0  Dynamic   13325.0    yes      19.25
2025-10-29 09:32:00  DREDGECORP   45350      -391521.0 Dynamic   32788.0    yes      7.65 
2025-10-29 09:32:00  LANDMARK     2899       -139025.0 Dynamic   1858.0     yes      17.54
2025-10-29 09:33:00  SANSERA      6699       -144211.0 Dynamic   10333.0    yes      14.54
2025-10-29 09:33:00  SAIL         1622572    963664.0  Dynamic   224191.0   yes      5.21 
2025-10-29 09:34:00  TMB          17688      -206244.0 Dynamic   8538.0     yes      15.91
2025-10-29 09:35:00  TMB          19208      -206244.0 Dynamic   9282.0     yes      15.78
2025-10-29 09:35:00  RRKABEL      10810      -80114.0  Dynamic   15334.0    yes      18.76
2025-10-29 09:36:00  DREDGECORP   49528      -391521.0 Dynamic   36259.0    yes      6.31 
2025-10-29 09:38:00  BHAGERIA     2429       -231111.0 Dynamic   529.0      no       21.34
2025-10-29 09:40:00  SAIL         2795407    963664.0  Dynamic   392140.0   yes      3.63 
2025-10-29 09:41:00  DREDGECORP   38312      -391521.0 Dynamic   27891.0    yes      6.91 
2025-10-29 09:43:00  BAIDFIN      20691      -47762.0  Dynamic   225.0      yes      16.45
2025-10-29 09:44:00  SANDUMA      92029      58367.0   Dynamic   20223.0    yes      14.85
2025-10-29 09:45:00  SANDUMA      127014     58367.0   Dynamic   27988.0    yes      14.54
2025-10-29 09:47:00  INDORAMA     17043      -66921.0  Dynamic   1180.0     yes      15.15
2025-10-29 09:51:00  WALCHANNAG   71580      -78544.0  Dynamic   13028.0    yes      1.24 
2025-10-29 09:51:00  SUZLON       1623052    1402888.0 Dynamic   92757.0    yes      8.21 
2025-10-29 09:56:00  SUZLON       1919619    1402888.0 Dynamic   109725.0   yes      8.19 
2025-10-29 09:58:00  INDORAMA     58288      -66921.0  Dynamic   4115.0     yes      12.96
2025-10-29 09:59:00  MRPL         774643     721940.0  Dynamic   124384.0   yes      14.27
2025-10-29 09:59:00  WALCHANNAG   21622      -78544.0  Dynamic   3946.0     yes      0.96 
2025-10-29 10:03:00  V2RETAIL     6139       -147041.0 Dynamic   13813.0    no       4.89 
2025-10-29 10:05:00  IOC          1354290    917819.0  Dynamic   216998.0   yes      6.08 
2025-10-29 10:05:00  SAIL         1148539    963664.0  Dynamic   162679.0   yes      2.63 
2025-10-29 10:06:00  SAIL         2945036    963664.0  Dynamic   419373.0   yes      2.09 
2025-10-29 10:06:00  WALCHANNAG   232829     -78544.0  Dynamic   42817.0    yes      0.2  
2025-10-29 10:11:00  SANDUMA      64864      58367.0   Dynamic   14380.0    yes      13.84
2025-10-29 10:12:00  SANDUMA      81609      58367.0   Dynamic   18098.0    yes      13.81
2025-10-29 10:13:00  SUZLON       2057774    1402888.0 Dynamic   119145.0   yes      6.8  
2025-10-29 10:14:00  SUZLON       3628222    1402888.0 Dynamic   210473.0   yes      6.6  
2025-10-29 10:17:00  SANDUMA      264104     58367.0   Dynamic   59365.0    yes      12.28
2025-10-29 10:20:00  BBOX         2695       -61993.0  Dynamic   1463.0     no       7.21 
2025-10-29 10:24:00  HCC          1181763    744865.0  Dynamic   34307.0    yes      15.88
2025-10-29 10:24:00  WALCHANNAG   3753       -78544.0  Dynamic   677.0      no       2.21 
2025-10-29 10:24:00  POKARNA      17200      -58363.0  Dynamic   15323.0    no       16.2 
2025-10-29 10:26:00  PRECWIRE     3247       -18971.0  Dynamic   729.0      no       18.56
2025-10-29 10:26:00  DREDGECORP   12953      -391521.0 Dynamic   9371.0     no       7.57 
2025-10-29 10:27:00  SUZLON       1879939    1402888.0 Dynamic   109920.0   yes      5.76 
2025-10-29 10:30:00  CANBK        1277129    1138760.0 Dynamic   166103.0   yes      9.93 
2025-10-29 10:30:00  SANDUMA      67206      58367.0   Dynamic   15096.0    yes      12.35
2025-10-29 10:33:00  WALCHANNAG   19475      -78544.0  Dynamic   3539.0     no       1.41 
2025-10-29 10:35:00  BAJAJINDEF   2855       -345321.0 Dynamic   1162.0     yes      3.62 
2025-10-29 10:37:00  BAJAJINDEF   2945       -345321.0 Dynamic   1208.0     yes      2.75 
2025-10-29 10:48:00  RENUKA       1068668    908158.0  Dynamic   32594.0    no       15.15
2025-10-29 10:55:00  DREDGECORP   13406      -391521.0 Dynamic   9701.0     no       7.56 
2025-10-29 10:59:00  SOUTHBANK    1040162    886947.0  Dynamic   41034.0    yes      18.58
2025-10-29 11:07:00  ADANIPOWER   829843     799118.0  Dynamic   138476.0   yes      16.73
2025-10-29 11:08:00  RPOWER       1609548    1067164.0 Dynamic   74361.0    yes      13.44
2025-10-29 11:08:00  JISLDVREQS   13433      -208786.0 Dynamic   420.0      yes      15.65
2025-10-29 11:09:00  NDTV         22100      -169726.0 Dynamic   2120.0     yes      5.33 
2025-10-29 11:09:00  SAMPANN      7284       -85965.0  Dynamic   280.0      yes      17.55
2025-10-29 11:10:00  RRKABEL      3765       -80114.0  Dynamic   5350.0     yes      18.55
2025-10-29 11:11:00  NDTV         26851      -169726.0 Dynamic   2603.0     yes      4.19 
2025-10-29 11:11:00  RRKABEL      4579       -80114.0  Dynamic   6514.0     yes      18.42
2025-10-29 11:14:00  RPOWER       2557872    1067164.0 Dynamic   120757.0   yes      11.01
2025-10-29 11:15:00  NDTV         24911      -169726.0 Dynamic   2446.0     yes      2.88 
2025-10-29 11:23:00  NDTV         15031      -169726.0 Dynamic   1472.0     no       3.14 
2025-10-29 11:42:00  DREDGECORP   19669      -391521.0 Dynamic   13822.0    no       10.75
2025-10-29 11:48:00  POKARNA      6736       -58363.0  Dynamic   6121.0     yes      13.92
2025-10-29 11:53:00  DREDGECORP   13707      -391521.0 Dynamic   9646.0     no       10.59
2025-10-29 11:54:00  SAMPANN      13857      -85965.0  Dynamic   546.0      yes      14.77
2025-10-29 11:58:00  ZIMLAB       26617      -27506.0  Dynamic   2053.0     no       7.25 
2025-10-29 11:59:00  DREDGECORP   19237      -391521.0 Dynamic   13613.0    no       9.98 
2025-10-29 11:59:00  RPOWER       1526254    1067164.0 Dynamic   71642.0    no       11.65
2025-10-29 11:59:00  PCJEWELLER   1835483    1420497.0 Dynamic   21916.0    yes      15.75
2025-10-29 12:00:00  GMMPFAUDLR   3221       -252708.0 Dynamic   3993.0     yes      17.34
2025-10-29 12:00:00  DREDGECORP   30644      -391521.0 Dynamic   21846.0    no       9.17 
2025-10-29 12:01:00  JPPOWER      1721077    1301385.0 Dynamic   31238.0    yes      18.24
2025-10-29 12:01:00  ZIMLAB       8459       -27506.0  Dynamic   663.0      yes      5.5  
2025-10-29 12:01:00  RPOWER       1627826    1067164.0 Dynamic   77257.0    yes      10.43
2025-10-29 12:02:00  ZIMLAB       11630      -27506.0  Dynamic   914.0      yes      5.3  
2025-10-29 12:03:00  JKIL         4787       -21245.0  Dynamic   3083.0     yes      15.96
2025-10-29 12:03:00  SAMPANN      10567      -85965.0  Dynamic   422.0      yes      13.33
2025-10-29 12:05:00  DREDGECORP   18701      -391521.0 Dynamic   13334.0    no       9.16 
2025-10-29 12:08:00  SAMPANN      55581      -85965.0  Dynamic   2253.0     no       11.57
2025-10-29 12:09:00  ZIMLAB       45394      -27506.0  Dynamic   3683.0     yes      1.93 
