Time       Symbol       Volume     VolCutoff  Turnover     %UC                              Link 
11:11      EMCURE       280286     129860     124248.0   4.37  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EMCURE/6245889      NA:SS
11:21      GUJGASLTD    304546     267541     20837.0    20.08 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GUJGASLTD/2713345   NA:SS
11:31      AIAENG       283791     55101      7714.0     15.39 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/AIAENG/3350017      NA:SS
11:33      SHILPAMED    128484     60022      1896.0     7.99  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHILPAMED/4544513   ----
11:48      SCI          13473158   1621266    63879.0    23.87 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SCI/780289          long:loss
12:00      BALRAMCHIN   1060074    421291     11417.0    12.75 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BALRAMCHIN/87297    NA:NE
12:51      SAIL         20555750   9830379    23292.0    7.37  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SAIL/758529         NA:NEM
13:05      ANUP         58855      28633      13948.0    13.73 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ANUP/2307585        NA:PNQ
13:10      KAMDHENU     1789185    902970     1913.0     14.58 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KAMDHENU/3444993    NA:LV
13:14      INDTERRAIN   116365     89797      1694.0     12.88 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INDTERRAIN/5620993  NA:LV
13:32      RPEL         105903     40408      13107.0    16.02 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RPEL/6332161        long:profit:MB
13:36      ELIN         326621     150247     16980.0    6.55  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ELIN/3436289        NA:NE
13:49      SUPRAJIT     117914     78201      10040.0    14.01 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SUPRAJIT/2992385    NA:NE
13:52      LATENTVIEW   1125934    412770     12572.0    13.52 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LATENTVIEW/1745409  long:loss
13:54      DRREDDY      2659056    1459243    513710.0   10.34 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DRREDDY/225537      NA:SS
14:08      GMMPFAUDLR   186100     55015      9430.0     18.03 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GMMPFAUDLR/401921   NA:NEM

