Time       Symbol       Volume     VolCutoff  Turnover     %UC                              Link 
09:17      NEULANDLAB   64456      62961      230041.0   9.22  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NEULANDLAB/615937   NA:PNQ
09:17      LUMAXTECH    220824     186365     101940.0   6.41  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LUMAXTECH/3587585   long:profit
09:17      UTKARSHBNK   3159438    1434809    7994.0     17.79 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/UTKARSHBNK/4443649  NA:PNQ
09:17      PRICOLLTD    646021     531824     130174.0   13.45 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PRICOLLTD/5025537   long:loss
09:18      INDIGOPNTS   44108      41848      15706.0    14.92 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INDIGOPNTS/524289   long:profit:MB
09:19      SERVOTECH    678024     615125     5837.0     31.25 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SERVOTECH/1409793   NA:PNQ
09:19      INTERARCH    141033     28159      40421.0    12.11 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INTERARCH/6376705   NA:NE
09:22      TATAINVEST   106783     95596      18970.0    18.9  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TATAINVEST/414977   NA:NEM
09:22      NATIONALUM   8423882    7394876    271969.0   2.57  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NATIONALUM/1629185  NA:CTUC
09:22      RPOWER       15380406   15282667   34323.0    14.38 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RPOWER/3906305      long:profit
09:23      DREDGECORP   39989      30442      9484.0     6.47  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DREDGECORP/2885377  NA:NE
09:23      SMSPHARMA    824361     682048     15955.0    7.13  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SMSPHARMA/3668225   long:loss
09:24      HBLENGINE    3644275    3520536    258722.0   8.01  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HBLENGINE/3575297   NA:NE
09:25      ONEPOINT     434717     418933     6738.0     6.15  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ONEPOINT/2544385    long:profit
09:26      AARTIDRUGS   288108     270689     21476.0    11.26 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/AARTIDRUGS/1147137  NA:NE
09:26      DAMCAPITAL   738589     514566     9534.0     17.67 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DAMCAPITAL/7337473  long:loss
09:29      RAMRAT       77190      54304      4038.0     13.66 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RAMRAT/2684161      long:profit
09:30      KERNEX       64205      64184      2156.0     5.8   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KERNEX/3358977      NA:NE
09:33      SANDUMA      1156099    207220     21689.0    15.07 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SANDUMA/4699905     long:loss
09:34      GALLANTT     492520     468567     17365.0    8.44  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GALLANTT/3414273    long:profit:MB 
09:38      IMFA         124678     120372     13706.0    14.42 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IMFA/4924161        long:profit:MB
09:38      RMDRIP       69548      42901      1473.0     18.14 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RMDRIP/194005505    NA:LV
09:39      SOUTHBANK    8712470    7088111    17536.0    20.18 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SOUTHBANK/1522689   NA:PNQ
09:39      VOLTAMP      79758      65488      79828.0    10.9  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/VOLTAMP/3475713     long:profit
09:43      NYKAA        6520707    6066159    40415.0    5.39  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NYKAA/1675521       long:profit
09:43      ADANIPOWER   5001952    4874342    36727.0    18.77 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ADANIPOWER/4451329  NA:PNQ
09:47      IIFLCAPS     490475     457126     2449.0     27.66 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IIFLCAPS/3346433    long:loss
09:48      GRSE         1118160    1117482    41063.0    14.06 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GRSE/1401601        xxxxx
09:49      TORNTPHARM   319826     314625     27453.0    4.41  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TORNTPHARM/900609   xxxxx
09:49      UFO          205383     165328     1161.0     15.14 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/UFO/2313985         xxxxx
09:49      BLSE         137573     73469      1119.0     19.36 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BLSE/5776897        xxxxx
09:50      HAPPYFORGE   26413      24418      3689.0     8.78  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HAPPYFORGE/5338625  NA:PNQ
09:51      JINDALSAW    1392995    1358289    17488.0    14.61 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JINDALSAW/774145    xxxxx
09:53      J&KBANK      1790176    1766003    6886.0     18.09 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/J&KBANK/1442049     NA:LV
09:53      GHCL         106790     103859     14346.0    20.52 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GHCL/288513         NA:LV
09:56      MOMOMENTUM   304399     85659      1924.0     18.49 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MOMOMENTUM/2094593  NA:LV
09:58      TBZ          419096     414717     7131.0     14.62 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TBZ/6921473         xxxxx
09:59      SAREGAMA     336682     330021     23857.0    16.91 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SAREGAMA/1252353    NA:SS
09:59      CCL          612066     240117     13688.0    17.44 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CCL/2931713         xxxxx
10:01      JBCHEPHARM   195748     192154     20116.0    13.59 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JBCHEPHARM/441857   xxxxx
10:02      ENTERO       84914      82885      6667.0     16.35 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ENTERO/5815553      xxxxx
10:03      GARFIBRES    61150      51052      2319.0     24.84 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GARFIBRES/281601    xxxxx
10:04      JYOTICNC     295276     251895     30725.0    15.31 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JYOTICNC/5461505    xxxxx
10:09      USHAMART     618902     608997     16746.0    15.69 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/USHAMART/2263041    xxxxx
10:12      CROMPTON     2348801    2020549    511215.0   8.18  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CROMPTON/4376065    xxxxx
10:14      SBCL         120483     119307     1551.0     17.03 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SBCL/1191937        xxxxx
10:14      TMB          128501     67067      6863.0     16.98 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TMB/2801921         xxxxx
10:23      HARDWYN      807474     463638     1382.0     19.52 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HARDWYN/2294273     NA:LV
10:29      KRSNAA       84820      57427      4578.0     9.95  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KRSNAA/1371905      NA:NE(Sad)
10:39      RAMCOCEM     386531     266351     155620.0   20.44 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RAMCOCEM/523009     NA:PNQ
10:46      SGFIN        109556     70033      16573.0    16.95 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SGFIN/194266369     NA:SS
10:55      BLISSGVS     1877717    1145260    5093.0     18.33 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BLISSGVS/4931841    long:profit:MB
11:07      ACLGATI      360962     143476     1252.0     18.63 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ACLGATI/3504129     NA:LV
