Time       Symbol       Volume     VolCutoff  Turnover     %UC                              Link 
09:59      CHENNPETRO   1361348    1271429    24018.0    17.61 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CHENNPETRO/524545  XXXXX
10:00      GRSE         1143606    1117482    74080.0    16.8  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GRSE/1401601       XXXXX
10:00      JTLIND       2538204    2488905    3260.0     17.95 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JTLIND/1865473     XXXXX
10:00      GPPL         1502255    1460010    24665.0    18.77 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GPPL/5051137       XXXXX
10:02      AGIIL        123164     104124     26779.0    20.04 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/AGIIL/6257921      XXXXX
10:03      POWERMECH    65456      64447      1194.0     21.87 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/POWERMECH/2681089  XXXXX
10:05      TATAINVEST   201569     95596      4936.0     21.15 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TATAINVEST/414977  XXXXX
10:05      GESHIP       260200     258050     3392.0     17.03 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GESHIP/3526657     XXXXX
10:09      ASALCBR      81325      33621      1501.0     17.76 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ASALCBR/4505089    XXXXX
10:10      IDEA         627998453  617517788  40514.0    4.5   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IDEA/3677697       XXXXX
10:13      JCHAC        23447      22698      1245.0     19.79 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JCHAC/1149697      XXXXX
10:20      ZUARIIND     348896     332587     2910.0     10.45 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ZUARIIND/979713   long:profit
10:23      JYOTICNC     971372     251895     24715.0    15.44 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/JYOTICNC/5461505  long:profit
10:35      TEMBO        184760     60786      44775.0    7.58  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TEMBO/838401       NA:SS
10:35      ONEPOINT     1128781    418933     3712.0     9.98  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ONEPOINT/2544385   NA:SS
10:35      NITINSPIN    102837     74495      1684.0     14.78 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NITINSPIN/3372801  NA:LV 
10:38      MOMIDMTM     32496      29964      1746.0     19.82 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MOMIDMTM/194001153 NA:PNQ
10:41      IMFA         208620     120372     3773.0     17.86 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/IMFA/4924161       long:profit
10:51      LATENTVIEW   625664     412770     24526.0    14.77 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/LATENTVIEW/1745409 long:profit 
11:04      GLOBE        1557922    803618     3382.0     0.0   https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/GLOBE/100609       NA:CTUC
11:05      NUCLEUS      43448      38503      3904.0     18.74 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/NUCLEUS/2762497    NA:LV
11:19      ETHOSLTD     51782      45874      139303.0   20.72 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ETHOSLTD/2496001   NA:PNQ
11:44      BHEL         13534250   6872759    45545.0    6.65  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BHEL/112129        NA:NE
11:58      CELLO        630101     204971     1519.0     24.34 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/CELLO/5067521      NA:PNQ
12:02      E2E          140630     94810      4528.0     9.99  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/E2E/2287873        NA:PNQ
12:04      PANAMAPET    72450      50434      7051.0     13.5  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PANAMAPET/6500353  long:profit
12:32      HDFCNIFIT    108445     77668      3605.0     17.61 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/HDFCNIFIT/3097857  NA:LV
12:33      KECL         181060     121025     11500.0    11.4  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/KECL/4664321       long:loss
12:37      SHARDAMOTR   128124     81381      1038.0     16.05 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHARDAMOTR/2695681 NA:NEM 
12:42      INDIACEM     1986664    1261493    593125.0   5.94  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INDIACEM/387841    NA:SS
12:48      SUPRAJIT     430742     78201      1450.0     14.74 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SUPRAJIT/2992385   NA:NE
12:59      EPL          1059033    663225     3338.0     20.27 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/EPL/251137         NA:PNQ
13:00      BHARATFORG   2013155    1011199    44691.0    8.57  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BHARATFORG/108033  long:profit
13:10      SPANDANA     484342     235715     13025.0    9.33  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SPANDANA/2927361   long:profit
13:23      SHILPAMED    201009     60022      5301.0     8.17  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHILPAMED/4544513  NA:LV
13:32      MRPL         8808866    3507707    17230.0    14.31 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/MRPL/584449        long:loss
13:35      BALAJITELE   322614     113139     9436.0     15.42 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BALAJITELE/2344449 NA:SS 
13:40      RITES        799170     602395     21741.0    16.4  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RITES/962817       NA:NE
13:45      UNICHEMLAB   158163     38204      2592.0     13.86 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/UNICHEMLAB/916225  NA:LV
13:50      ATULAUTO     1037239    802846     51052.0    8.58  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ATULAUTO/7685889   NA:PNQ
13:57      BORORENEW    2146516    675971     29911.0    18.82 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BORORENEW/806145   NA:PNQ

 
