Time       Symbol       Volume     VolCutoff  Turnover     %UC                              Link 
12:00      INTERARCH    2216       -409806.0  4959.0     18.16 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/INTERARCH/6376705
12:03      POWERINDIA   23701      -3245.0    484899.0   0.71  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/POWERINDIA/4724993
12:13      TVSELECT     11136      -332389.0  7116.0     13.73 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/TVSELECT/2883841
12:15      POWERINDIA   3929       -3245.0    80293.0    0.83  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/POWERINDIA/4724993
12:20      SIYSIL       6184       -180876.0  4879.0     17.6  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
12:33      BLSE         66772      -184858.0  13688.0    16.99 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BLSE/5776897
12:35      BLSE         68575      -184858.0  14122.0    16.45 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BLSE/5776897
12:46      SIYSIL       13051      -180876.0  10415.0    16.28 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
12:57      SIYSIL       12143      -180876.0  9799.0     14.99 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
12:58      SIYSIL       13958      -180876.0  11339.0    14.22 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
13:00      YESBANK      2288777    1449271.0  53512.0    8.04  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/YESBANK/3050241
13:02      BALAJITELE   21769      -83584.0   2613.0     15.72 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BALAJITELE/2344449
13:02      SIYSIL       10458      -180876.0  8526.0     13.82 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
13:03      SIYSIL       15025      -180876.0  12313.0    13.23 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
