Time                 Symbol       Volume     VolCutoff Criteria   turnover   Days High %UC   
2025-10-20 09:23:00  BBTC         7873       -259219.0 Dynamic   16132.0    yes      17.11
2025-10-20 09:23:00  INDORAMA     6314       -66921.0  Dynamic   394.0      yes      15.85
2025-10-20 09:23:00  DVL          28844      -415771.0 Dynamic   9315.0     yes      10.02
2025-10-20 09:24:00  INDORAMA     7413       -66921.0  Dynamic   464.0      yes      15.68
2025-10-20 09:24:00  CEATLTD      6171       -32407.0  Dynamic   23462.0    yes      17.8 
2025-10-20 09:25:00  INDORAMA     24468      -66921.0  Dynamic   1546.0     yes      14.49
2025-10-20 09:26:00  SOUTHBANK    3259366    886947.0  Dynamic   111047.0   yes      15.0 
2025-10-20 09:26:00  DEVIT        10231      -11169.0  Dynamic   445.0      no       5.22 
2025-10-20 09:28:00  ROLEXRINGS   7385       -398488.0 Dynamic   913.0      no       22.41
2025-10-20 09:28:00  SOUTHBANK    3922416    886947.0  Dynamic   136971.0   yes      12.2 
2025-10-20 09:29:00  TATAINVEST   11791      -123105.0 Dynamic   10376.0    no       21.14
2025-10-20 09:30:00  YESBANK      3020528    1449271.0 Dynamic   67418.0    yes      9.63 
2025-10-20 09:31:00  BHAGERIA     15789      -231111.0 Dynamic   2936.0     yes      11.5 
2025-10-20 09:32:00  BHAGERIA     30569      -231111.0 Dynamic   5731.0     yes      10.59
2025-10-20 09:32:00  ECLERX       12010      4057.0    Dynamic   51679.0    yes      13.49
2025-10-20 09:33:00  SAMBHAAV     26859      -120931.0 Dynamic   218.0      no       5.3  
2025-10-20 09:33:00  DEVIT        30485      -11169.0  Dynamic   1354.0     yes      2.95 
2025-10-20 09:33:00  CEATLTD      3510       -32407.0  Dynamic   13401.0    yes      17.31
2025-10-20 09:34:00  SHAREINDIA   229489     185700.0  Dynamic   46146.0    yes      9.64 
2025-10-20 09:34:00  CEATLTD      7703       -32407.0  Dynamic   29561.0    yes      16.71
2025-10-20 09:35:00  CEATLTD      10192      -32407.0  Dynamic   39318.0    yes      16.1 
2025-10-20 09:36:00  CEATLTD      12169      -32407.0  Dynamic   47133.0    yes      15.64
2025-10-20 09:37:00  SURAJLTD     11107      -417779.0 Dynamic   3872.0     yes      0.0  
2025-10-20 09:38:00  SOUTHBANK    2985568    886947.0  Dynamic   106525.0   no       9.81 
2025-10-20 09:38:00  BHAGERIA     13923      -231111.0 Dynamic   2644.0     yes      9.18 
2025-10-20 09:38:00  CEATLTD      20628      -32407.0  Dynamic   80210.0    yes      15.18
2025-10-20 09:38:00  CPEDU        19687      -325852.0 Dynamic   5985.0     yes      4.75 
2025-10-20 09:39:00  BHAGERIA     65317      -231111.0 Dynamic   12508.0    yes      8.27 
2025-10-20 09:40:00  ERIS         2865       -55855.0  Dynamic   4457.0     no       23.13
2025-10-20 09:41:00  SOUTHBANK    3018156    886947.0  Dynamic   108895.0   yes      8.59 
2025-10-20 09:41:00  GFLLIMITED   26715      -303393.0 Dynamic   1790.0     yes      14.31
2025-10-20 09:42:00  PRSMJOHNSN   407112     331788.0  Dynamic   60647.0    yes      15.96
2025-10-20 09:44:00  SAMBHAAV     256205     -120931.0 Dynamic   2178.0     yes      0.47 
2025-10-20 09:47:00  CEATLTD      26215      -32407.0  Dynamic   103958.0   yes      12.94
2025-10-20 09:48:00  INDORAMA     30787      -66921.0  Dynamic   1973.0     yes      12.89
2025-10-20 09:48:00  HDFCPVTBAN   25001      -224989.0 Dynamic   724.0      yes      18.52
2025-10-20 09:49:00  UTIAMC       15191      -7044.0   Dynamic   19472.0    no       31.23
2025-10-20 09:50:00  SUPRIYA      7142       -13333.0  Dynamic   5380.0     no       17.65
2025-10-20 09:53:00  RBLBANK      1676408    1011910.0 Dynamic   534355.0   yes      3.36 
2025-10-20 09:54:00  UTIAMC       22599      -7044.0   Dynamic   29379.0    no       29.39
2025-10-20 09:56:00  SHAREINDIA   346364     185700.0  Dynamic   71178.0    yes      7.28 
2025-10-20 09:57:00  SHAREINDIA   399612     185700.0  Dynamic   82680.0    yes      6.55 
2025-10-20 09:58:00  INDORAMA     62068      -66921.0  Dynamic   4034.0     yes      11.32
2025-10-20 09:59:00  BHAGERIA     54574      -231111.0 Dynamic   10526.0    yes      7.49 
2025-10-20 10:04:00  RAJRATAN     4761       -115014.0 Dynamic   1664.0     no       11.7 
2025-10-20 10:06:00  SUVEN        2694       -36914.0  Dynamic   506.0      no       12.17
2025-10-20 10:07:00  IDFCFIRSTB   1310399    1086721.0 Dynamic   98332.0    yes      5.36 
2025-10-20 10:08:00  ANANDRATHI   3258       -34639.0  Dynamic   10472.0    yes      16.67
2025-10-20 10:08:00  RBLBANK      1043537    1011910.0 Dynamic   334245.0   yes      2.86 
2025-10-20 10:10:00  AGIIL        10584      -103061.0 Dynamic   2851.0     yes      19.3 
2025-10-20 10:12:00  INDORAMA     19342      -66921.0  Dynamic   1267.0     yes      10.47
2025-10-20 10:12:00  CEATLTD      17006      -32407.0  Dynamic   68425.0    yes      11.31
2025-10-20 10:13:00  GENESYS      10675      -21930.0  Dynamic   5952.0     no       24.33
2025-10-20 10:13:00  INDORAMA     31421      -66921.0  Dynamic   2070.0     yes      9.82 
2025-10-20 10:15:00  SOUTHBANK    5681569    886947.0  Dynamic   216241.0   yes      2.94 
2025-10-20 10:17:00  INDORAMA     34308      -66921.0  Dynamic   2267.0     yes      9.49 
2025-10-20 10:23:00  IDFCFIRSTB   2865305    1086721.0 Dynamic   217677.0   yes      4.07 
2025-10-20 10:27:00  IDFCFIRSTB   1116587    1086721.0 Dynamic   85106.0    yes      3.73 
2025-10-20 10:27:00  MAHABANK     903711     866893.0  Dynamic   53662.0    yes      15.41
2025-10-20 10:27:00  DCBBANK      658248     508944.0  Dynamic   97414.0    yes      4.62 
2025-10-20 10:31:00  GFLLIMITED   9241       -303393.0 Dynamic   631.0      yes      12.15
2025-10-20 10:32:00  GFLLIMITED   15396      -303393.0 Dynamic   1062.0     yes      11.01
2025-10-20 10:32:00  PRIVISCL     2588       -65338.0  Dynamic   7290.0     yes      15.55
2025-10-20 10:33:00  GFLLIMITED   17313      -303393.0 Dynamic   1204.0     yes      10.18
2025-10-20 10:33:00  IDFCFIRSTB   1368833    1086721.0 Dynamic   104579.0   yes      3.48 
2025-10-20 10:33:00  CEATLTD      7641       -32407.0  Dynamic   30704.0    yes      11.46
2025-10-20 10:36:00  INDORAMA     139897     -66921.0  Dynamic   9323.0     no       8.58 
2025-10-20 10:37:00  GFLLIMITED   45207      -303393.0 Dynamic   3231.0     no       7.18 
2025-10-20 10:37:00  INDORAMA     142424     -66921.0  Dynamic   9655.0     no       6.74 
2025-10-20 10:39:00  BANKINDIA    1346624    838755.0  Dynamic   173634.0   yes      5.03 
2025-10-20 10:40:00  INDORAMA     304130     -66921.0  Dynamic   22007.0    yes      0.0  
2025-10-20 10:40:00  RAJRATAN     12005      -115014.0 Dynamic   4412.0     yes      6.26 
2025-10-20 10:41:00  IDEA         5214620    1934822.0 Dynamic   45889.0    yes      8.75 
2025-10-20 10:41:00  UJJIVANSFB   1009850    908771.0  Dynamic   50634.0    yes      16.59
2025-10-20 10:41:00  RAJRATAN     12451      -115014.0 Dynamic   4582.0     yes      6.11 
2025-10-20 10:42:00  RAJRATAN     14175      -115014.0 Dynamic   5219.0     yes      6.06 
2025-10-20 10:43:00  SBIN         1186169    910064.0  Dynamic   1072119.0  yes      8.21 
2025-10-20 10:43:00  RAJRATAN     48845      -115014.0 Dynamic   18195.0    yes      4.83 
2025-10-20 10:43:00  VENTIVE      25744      -79802.0  Dynamic   19308.0    yes      7.08 
2025-10-20 10:44:00  INDBANK      17576      -278108.0 Dynamic   743.0      no       6.11 
2025-10-20 10:47:00  MARATHON     4678       -47767.0  Dynamic   3004.0     yes      14.83
2025-10-20 10:49:00  ADANIPOWER   894577     799118.0  Dynamic   152651.0   yes      16.72
2025-10-20 10:49:00  MARATHON     12959      -47767.0  Dynamic   8384.0     yes      13.95
2025-10-20 10:50:00  ADANIPOWER   2334229    799118.0  Dynamic   399550.0   yes      16.36
2025-10-20 10:52:00  IDEA         8474936    1934822.0 Dynamic   75342.0    yes      7.65 
2025-10-20 10:56:00  BBOX         11996      -61993.0  Dynamic   6412.0     no       5.26 
2025-10-20 10:56:00  LATTEYS      6394       -183318.0 Dynamic   173.0      no       10.3 
2025-10-20 10:57:00  SOUTHBANK    1111425    886947.0  Dynamic   42545.0    yes      2.35 
2025-10-20 10:58:00  AARTECH      11127      -295167.0 Dynamic   679.0      yes      3.59 
2025-10-20 10:58:00  RAJRATAN     30954      -115014.0 Dynamic   11705.0    yes      3.27 
2025-10-20 10:59:00  MARATHON     18190      -47767.0  Dynamic   11814.0    yes      13.51
2025-10-20 11:03:00  SHANTIGEAR   13089      -151552.0 Dynamic   7134.0     yes      12.71
2025-10-20 11:04:00  UCOBANK      1001154    870712.0  Dynamic   32437.0    yes      14.38
