Time                 Symbol       Volume     VolCutoff Criteria   turnover   Days High %UC   
2025-10-14 09:17:00  BAJAJELEC    5071       -161358.0 Dynamic   2803.0     yes      18.29
2025-10-14 09:20:00  MAPMYINDIA   13667      -252849.0 Dynamic   24826.0    yes      18.17
2025-10-14 09:20:00  FORCEMOT     2772       -1760.0   Dynamic   45164.0    yes      18.82
2025-10-14 09:20:00  KECL         36039      -67779.0  Dynamic   4672.0     yes      16.85
2025-10-14 09:20:00  GROWWSLVR    39037      13184.0   Dynamic   7084.0     yes      5.69 
2025-10-14 09:21:00  ANANDRATHI   40927      -34639.0  Dynamic   128674.0   no       12.02
2025-10-14 09:22:00  STERTOOLS    3220       -99450.0  Dynamic   1021.0     yes      16.83
2025-10-14 09:24:00  NDTV         6574       -169726.0 Dynamic   633.0      yes      8.61 
2025-10-14 09:25:00  PRECWIRE     16804      -18971.0  Dynamic   3557.0     yes      17.57
2025-10-14 09:25:00  UNIPARTS     29653      -77156.0  Dynamic   14872.0    yes      14.44
2025-10-14 09:27:00  BLSE         5357       -184858.0 Dynamic   924.0      yes      16.36
2025-10-14 09:29:00  LANDMARK     63381      -139025.0 Dynamic   40266.0    yes      9.86 
2025-10-14 09:32:00  MAPMYINDIA   8841       -252849.0 Dynamic   16233.0    yes      16.91
2025-10-14 09:32:00  JUSTDIAL     3735       -126653.0 Dynamic   3084.0     yes      25.13
2025-10-14 09:33:00  MAPMYINDIA   27314      -252849.0 Dynamic   50471.0    yes      16.17
2025-10-14 09:33:00  SANDUMA      132978     58367.0   Dynamic   28710.0    yes      13.98
2025-10-14 09:33:00  JUSTDIAL     3753       -126653.0 Dynamic   3104.0     yes      24.91
2025-10-14 09:37:00  SGMART       16825      6551.0    Dynamic   6026.0     no       15.09
2025-10-14 09:40:00  CARRARO      6626       -31414.0  Dynamic   3289.0     yes      11.83
2025-10-14 09:43:00  INDORAMA     3977       -66921.0  Dynamic   231.0      yes      19.64
2025-10-14 09:44:00  SGFIN        52106      -196093.0 Dynamic   20926.0    no       12.62
2025-10-14 09:46:00  TATAINVEST   66079      -123105.0 Dynamic   69317.0    no       13.44
2025-10-14 09:47:00  WSI          17602      -80065.0  Dynamic   1381.0     yes      10.07
2025-10-14 09:47:00  TARACHAND    7169       -31357.0  Dynamic   668.0      yes      17.4 
2025-10-14 09:48:00  STERTOOLS    14825      -99450.0  Dynamic   4877.0     yes      12.59
2025-10-14 09:50:00  STERTOOLS    23120      -99450.0  Dynamic   7622.0     yes      12.35
2025-10-14 09:50:00  TATAINVEST   228553     -123105.0 Dynamic   245466.0   yes      10.8 
2025-10-14 09:51:00  STERTOOLS    26424      -99450.0  Dynamic   8771.0     yes      11.57
2025-10-14 09:52:00  STERTOOLS    30115      -99450.0  Dynamic   10037.0    yes      11.12
2025-10-14 09:55:00  TAKE         263388     -205947.0 Dynamic   4583.0     no       2.13 
2025-10-14 09:55:00  LGBBROSLTD   3490       -418573.0 Dynamic   4937.0     no       17.9 
2025-10-14 09:56:00  WSI          21929      -80065.0  Dynamic   1838.0     yes      3.03 
2025-10-14 09:56:00  SAMPANN      5033       -85965.0  Dynamic   182.0      no       18.52
2025-10-14 09:57:00  SGFIN        17498      -196093.0 Dynamic   6971.0     no       13.53
2025-10-14 09:58:00  TAKE         232082     -205947.0 Dynamic   4112.0     yes      0.28 
2025-10-14 10:02:00  KECL         7986       -67779.0  Dynamic   1026.0     no       17.9 
2025-10-14 10:41:00  SONACOMS     981304     773050.0  Dynamic   437613.0   yes      7.48 
2025-10-14 10:41:00  MANAKCOAT    736063     130452.0  Dynamic   118801.0   no       20.19
2025-10-14 10:41:00  INOXGREEN    716444     352884.0  Dynamic   178158.0   yes      7.21 
2025-10-14 10:41:00  GROWWSLVR    479454     13184.0   Dynamic   89658.0    no       2.57 
2025-10-14 10:41:00  VINCOFE      756703     605990.0  Dynamic   104016.0   yes      20.12
